"name","type","typecode","address","location","location_geo","pname","cityname","tel","photos"
"遇见私房菜","餐饮服务;中餐厅;中餐厅","050100","下关镇文化路上段174号","100.224859,25.576652","{""coordinates"":[100.224859,25.576652],""type"":""Point""}","云南省","大理白族自治州","13529650423","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/175e89f86b8747420a7de7bfc02f22a0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6a611ef5ffcc422e68b64bd38598021c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a0c05bd97b0051d11cf576946f5ce133""}]"
"清真怡恒丰锅锅菜","餐饮服务;中餐厅;火锅店","050117","下关镇六合巷6号","100.225753,25.589909","{""coordinates"":[100.225753,25.589909],""type"":""Point""}","云南省","大理白族自治州","15752735211","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/8789599019050e4daefa6db092170e05""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e6c09e9936bd847d6492771c1a35e514""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/9b89d13bbdfad459420ccb76513d089a""}]"
"首尔星派炸鸡","餐饮服务;快餐厅;快餐厅","050300","下关镇鸳浦商贸街天城大卖场旁路口(大维饮品果麦饮品对面)","100.218987,25.587151","{""coordinates"":[100.218987,25.587151],""type"":""Point""}","云南省","大理白族自治州","13578179393","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e1e7aa2feb4a357f980b7d539bb1b7c0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/47fa6590604a5f1af5b55bc0cb4f145b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/02f5847e8c19fb6afac52ee348616219""}]"
"应峰鲜奶坊(七分店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇嘉士伯大道龙瑞小区一期","100.211620,25.599209","{""coordinates"":[100.211620,25.599209],""type"":""Point""}","云南省","大理白族自治州","0872-3075129","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/c87a7dcc45c55b08500caecd6d82db13""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/73ecf567b7b3c0e5a0d32c9e3515f7b9""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a638e6b9a8d69f4c386db9d1fcc87e4f""}]"
"(木木)mumu teapresso","餐饮服务;糕饼店;糕饼店","050800","客运北站美食一条街荟品乐购超市门口","100.220040,25.609993","{""coordinates"":[100.220040,25.609993],""type"":""Point""}","云南省","大理白族自治州","0872-2212859","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a8b60c989bf534d0a435834c248f91e7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b0359fb960aa0f3a7617582cb3268952""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/06d8b5158a493521746caba05c553779""}]"
"是真的","餐饮服务;快餐厅;快餐厅","050300","大理镇才村16组才村小学旁","100.189738,25.720568","{""coordinates"":[100.189738,25.720568],""type"":""Point""}","云南省","大理白族自治州","13708649348","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b8f3bee739281cc65a14c658d89982f1""}]"
"有茶出沫(泰业店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关建设路泰业国际广场5楼A506号(横店电影院售票厅旁)","100.226199,25.585377","{""coordinates"":[100.226199,25.585377],""type"":""Point""}","云南省","大理白族自治州","15911523315","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/c73fd7769b016b0242d9c202c1c9be31""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/960747661fb36141a74955166e992b58""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/d10562372ae45e28d1cef7cea99614b3""}]"
"滋滋堂铁板烧","餐饮服务;外国餐厅;外国餐厅","050200","下关镇北市区鸡足山路与人民路北路交叉口","100.218967,25.608381","{""coordinates"":[100.218967,25.608381],""type"":""Point""}","云南省","大理白族自治州","18213309593;13577297208","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b7e030e37c8c8257ced747849f9dc5bd""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/d0d72471c72d77c84c338463d01eb2ba""}]"
"香巴佬煲仔饭","餐饮服务;快餐厅;快餐厅","050300","大德路与尚行路交叉口东50米","100.159201,25.671678","{""coordinates"":[100.159201,25.671678],""type"":""Point""}","云南省","大理白族自治州","17787311943","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f249ed0008d214a51767257e05f0b550""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/0e1372dce00e983cd0da301ca79eb231""},{""title"":""环境,url"":""http://store.is.autonavi.com/showpic/d308f8f8ea3ba01239251d831d630119""}]"
"蜜特咖啡n2mu","餐饮服务;餐饮相关场所;餐饮相关","050000","龙溪路山水丽都一栋4号商铺","100.212985,25.582798","{""coordinates"":[100.212985,25.582798],""type"":""Point""}","云南省","大理白族自治州","18359608665","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bbe6980faacfe4ae957d666fe752f667""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/34bcd10fa89463302ed9d4481f16b9f8""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b59a7793693e2b82b046b4794b959848""}]"
"飞阳铁板烧","餐饮服务;中餐厅;特色/地方风味餐厅","050118","下关镇建设路21号昆百大泰业城","100.225998,25.585568","{""coordinates"":[100.225998,25.585568],""type"":""Point""}","云南省","大理白族自治州","0872-2361889","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a0644b5035fd38b7ce8d13352f8c65d0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/3c4afa880eae29f3d3343b4c6652d70e""},{""title"":""环境,url"":""http://store.is.autonavi.com/showpic/bfca70cb65223f33d5328c50096db166""}]"
"奈斯美餐厅","餐饮服务;中餐厅;中餐厅","050100","祥城镇清红路146号商铺(红星网吧旁)","100.552738,25.474823","{""coordinates"":[100.552738,25.474823],""type"":""Point""}","云南省","大理白族自治州","13759477026","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/259fda82e1a884981efed6b9ce8eee9e""},{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/a46b5da9-08b2-4775-bd4f-076af84fbeac.jpg""},{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/ac5a0c8c-56a6-4d3b-b210-447ff71b65bf.jpg""}]"
"随便音小吃店","餐饮服务;快餐厅;快餐厅","050300","221省道西50米","100.127162,25.851354","{""coordinates"":[100.127162,25.851354],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/039b8c08e679926e380031122af093b2""}]"
"大理市向阳牛奶草莓园","餐饮服务;餐饮相关场所;餐饮相关","050000","海东镇海燕山庄东南190米","100.263218,25.709173","{""coordinates"":[100.263218,25.709173],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://aos-cdn-image.amap.com/sns/ugccomment/5f537959-1e00-4776-9314-a51b2c2db683.jpg""}]"
"老个旧铜锅米线","餐饮服务;快餐厅;快餐厅","050300","下关镇文化路沙河小区1-2","100.225556,25.575628","{""coordinates"":[100.225556,25.575628],""type"":""Point""}","云南省","大理白族自治州","13988561669","[]"
"朵颐小吃","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇龙尾街3号","100.214016,25.590239","{""coordinates"":[100.214016,25.590239],""type"":""Point""}","云南省","大理白族自治州","15812002528","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/22fbd63218156231ab4f54947eca46d4""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/d190b6554cee776fb08c3f9b83daf1df""}]"
"满膳炉鱼","餐饮服务;中餐厅;中餐厅","050100","下关建设东路泰业国际广场4楼A405号","100.224730,25.585220","{""coordinates"":[100.224730,25.585220],""type"":""Point""}","云南省","大理白族自治州","0872-2158899","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a98dd15b99b31f13f53805ce33aaa39b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2bd1a2c40c5b9adc6d386375c79ff69c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/97bf08aa0cb4dc9c5c9cf9f1567add41""}]"
"北京烤鸭(福文路店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇福文路中国银行旁","100.223642,25.577382","{""coordinates"":[100.223642,25.577382],""type"":""Point""}","云南省","大理白族自治州","18206709927","[]"
"河矣江小吃店","餐饮服务;餐饮相关场所;餐饮相关","050000","环海西路西50米","100.151919,25.838540","{""coordinates"":[100.151919,25.838540],""type"":""Point""}","云南省","大理白族自治州","18313019220","[]"
"缙云烧饼","餐饮服务;餐饮相关场所;餐饮相关","050000","人民路猫猫果儿斜对面","100.168138,25.695507","{""coordinates"":[100.168138,25.695507],""type"":""Point""}","云南省","大理白族自治州","[]","[]"
"旺铺烧烤","餐饮服务;快餐厅;快餐厅","050300","下关正阳时代广场时尚女人街内","100.215793,25.587994","{""coordinates"":[100.215793,25.587994],""type"":""Point""}","云南省","大理白族自治州","13108720412","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/553f2d2d6d54a7336864bf7a1dede0f6""}]"
"景颇岩罕人家","餐饮服务;中餐厅;中餐厅","050100","大关邑新村三组玉海豪庭小区往北50米左右","100.219726,25.618170","{""coordinates"":[100.219726,25.618170],""type"":""Point""}","云南省","大理白族自治州","13628758501;13708658886","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/517e1b343a3cc6b0d6ca869a05f6f8d6""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f393ab05c2c3f44f695e301e1d15f13a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a69871df2f2dfe5f591c4941d01cd9b3""}]"
"融食代","餐饮服务;中餐厅;中餐厅","050100","泰安路泰业国际购物中心4楼4号档口","100.224754,25.585258","{""coordinates"":[100.224754,25.585258],""type"":""Point""}","云南省","大理白族自治州","0872-2358082","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6c4a1e477dc112da43bd9dade132ff7c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6064f99f603ce2824b9c291f9a1ca23b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/64ea33bc908f0122ae873ea50ec7d21b""}]"
"玉和园饭店","餐饮服务;中餐厅;中餐厅","050100","市坪街149号","100.133015,25.854046","{""coordinates"":[100.133015,25.854046],""type"":""Point""}","云南省","大理白族自治州","15894536648","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f4e468c7936d7d00b28df3806a2125bc""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e8432c4bca5f9b8f04eefb6065686d22""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/682fe18ee8bee0c4709c5a0b5cb31c3e""}]"
"一口爽正宗重庆小面","餐饮服务;中餐厅;中餐厅","050100","下关吉苍路下关二幼正对面","100.229786,25.593863","{""coordinates"":[100.229786,25.593863],""type"":""Point""}","云南省","大理白族自治州","15969096301","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a19ba22ddbbf29040c4fbf3b7b66d601""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a6532c3057b8f1dc5b33a2d8debba3d9""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/28b50fe6ebe6cf2d0272520e217c35ee""}]"
"小厨房柴火餐厅","餐饮服务;中餐厅;中餐厅","050100","榆华路客运北站旁北城天街美食城商铺10号(良厨火锅楼下)","100.219730,25.610090","{""coordinates"":[100.219730,25.610090],""type"":""Point""}","云南省","大理白族自治州","13887268828","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b02049943dc8954d64d63723e5681afb""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bf454f900057f8c0afd71903aa16caac""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/eae546aca70735ccec25d99221ccd4af""}]"
"昭通特色烤串","餐饮服务;中餐厅;特色/地方风味餐厅","050118","人民北路与鸡足山路交叉口东北150米","100.218416,25.608570","{""coordinates"":[100.218416,25.608570],""type"":""Point""}","云南省","大理白族自治州","18787221733","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/748d2d0d5f49c892540d3636fe4e6ae3""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/37c00103558470434377a37715ab80a3""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/967c3bfd4a057cfda6f7b9f380ef241b""}]"
"贵阳留一手烤鱼","餐饮服务;中餐厅;特色/地方风味餐厅","050118","雪人路15号","100.215213,25.595113","{""coordinates"":[100.215213,25.595113],""type"":""Point""}","云南省","大理白族自治州","13529724865;15198334148","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f7ebad3a914a272efbe6d9a47fe76548""}]"
"风味饭店","餐饮服务;餐饮相关场所;餐饮相关","050000","兴国路98号附近","100.219731,25.597323","{""coordinates"":[100.219731,25.597323],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/28ac946907bf300e9792fa0cb35adf9e""}]"
"秋食坊","餐饮服务;中餐厅;中餐厅","050100","兴国路兴泰小区1幢11号","100.219305,25.595357","{""coordinates"":[100.219305,25.595357],""type"":""Point""}","云南省","大理白族自治州","13988573535","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e281d925d04c30fc171044c4d5277760""}]"
"正宗昭通特色烧烤","餐饮服务;中餐厅;特色/地方风味餐厅","050118","榆祥路东100米","100.226471,25.601729","{""coordinates"":[100.226471,25.601729],""type"":""Point""}","云南省","大理白族自治州","13888507029","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f31c2c4fffc0759bbe42804b092c018e""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/405a0e47f27ef47a1cb149508f39e304""}]"
"香村老汉木桶鱼(金牛巷店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇富海路金牛巷8号","100.252386,25.593023","{""coordinates"":[100.252386,25.593023],""type"":""Point""}","云南省","大理白族自治州","13330551271;15087569906","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2d9c099e649a70f158ea93422d49fc3b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/c0ca93646d2bb8127f743d4228f5c7be""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/9e5b878b6be2f8e8af28667cd9cf09c4""}]"
"喜洲破酥老面包子店","餐饮服务;餐饮相关场所;餐饮相关","050000","宾川路203号附近","100.250571,25.598593","{""coordinates"":[100.250571,25.598593],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/fd71c9417c65b6ca7532a6b1c007970f""}]"
"正新鸡排(苍山路店)","餐饮服务;餐饮相关场所;餐饮相关","050000","苍山路127号","100.243553,25.592454","{""coordinates"":[100.243553,25.592454],""type"":""Point""}","云南省","大理白族自治州","18708727885","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/4e08faa6991944fa9b9772e6b87d02ba""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/404edbdf66be10d0e113550ae794d8f6""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2eb32e80f4147269e8aa00a34506ed1c""}]"
"龙山白族风味烧烤","餐饮服务;中餐厅;特色/地方风味餐厅","050118","云龙路与锦云路交叉口南50米","100.261210,25.600073","{""coordinates"":[100.261210,25.600073],""type"":""Point""}","云南省","大理白族自治州","13708660340","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/306d79e616698067fe6667ca80e172c7""}]"
"罗老鸭","餐饮服务;餐饮相关场所;餐饮相关","050000","兴盛路与苍山路交叉口东南50米","100.232731,25.591923","{""coordinates"":[100.232731,25.591923],""type"":""Point""}","云南省","大理白族自治州","15825178810","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/95d06fa4f7b72be7214701efe3fb5fcd""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bace202445918d3be6900dbf4b4cd128""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/69b3784f12965c716468b922124df568""}]"
"广丰园老式糕点","餐饮服务;餐饮相关场所;餐饮相关","050000","苍山路114号附近","100.236569,25.592151","{""coordinates"":[100.236569,25.592151],""type"":""Point""}","云南省","大理白族自治州","18687228562","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f8b43df06bae95bcc267b520bb6a1786""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/cce429e26ad4b707c6f0cfa5bc0e42f3""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/185cdc798c986112d30c58ef9f7220a5""}]"
"喜来登酒店","餐饮服务;餐饮相关场所;餐饮相关","050000","下关经济开发区天井村龙山菜场东门往东白云路100米","100.255444,25.599336","{""coordinates"":[100.255444,25.599336],""type"":""Point""}","云南省","大理白族自治州","0872-2387999","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/da9ad49da73d8e28d7201489e78ce09e""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6b6c6b46853361564528ab8ba6c50401""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/792d6ccf91e45b7c5cafac5dd0cf9407""}]"
"中国兰州拉面","餐饮服务;快餐厅;快餐厅","050300","大理镇人民路5号人民路下段洱海门西50米","100.169953,25.696261","{""coordinates"":[100.169953,25.696261],""type"":""Point""}","云南省","大理白族自治州","13123746475","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/c607f30b7414ab5fb04918d4a060790b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/f60ee5d8c3d3d8dec671c803ebd14214""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/ef396124d44ee785c4776754aef693ce""}]"
"串门儿烧烤(金港店)","餐饮服务;中餐厅;特色/地方风味餐厅","050118","中民广场B幢1层1-24租房","100.227195,25.596333","{""coordinates"":[100.227195,25.596333],""type"":""Point""}","云南省","大理白族自治州","18487543531","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b93d34ed3f73b173bd2b2bbfdbaa798c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/0c1d4cfea68e89ffe69b8ca3e31a2e73""}]"
"韵桥园传统养生炊锅(大理下关店)","餐饮服务;中餐厅;特色/地方风味餐厅","050118","关平路与洱河南路交叉口东50米","100.223400,25.594208","{""coordinates"":[100.223400,25.594208],""type"":""Point""}","云南省","大理白族自治州","18206988818","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/67f211bc201f4c6381928e492147bd4a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/59a4e677560f6552531aea72ad2aa2a0""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/03e60adc862f37b2d8a546fad147a762""}]"
"来思尔新鲜屋","餐饮服务;餐饮相关场所;餐饮相关","050000","建设路与文化路交叉口广发巷入口100米","100.220912,25.586280","{""coordinates"":[100.220912,25.586280],""type"":""Point""}","云南省","大理白族自治州","[]","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/69c588dea3433a053e1d0589f8020c0d""}]"
"凤仪雪花烧烤(正阳时代广场二分店)","餐饮服务;中餐厅;特色/地方风味餐厅","050118","正阳街46号附近","100.215037,25.587729","{""coordinates"":[100.215037,25.587729],""type"":""Point""}","云南省","大理白族自治州","15877739762","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b01fed800126d508b23a2b30ec337836""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/10ba6d49696c8ebc8e6dd57dce9cfb51""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e3968b337e640c6f02d0a2f9c4072a95""}]"
"品香园麻辣烫","餐饮服务;中餐厅;特色/地方风味餐厅","050118","启文时尚步行街Z5-59号附近","100.215344,25.588320","{""coordinates"":[100.215344,25.588320],""type"":""Point""}","云南省","大理白族自治州","15393951705","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/384820e60f7af44aaf22e46a2e0c5967""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/366f0d972b28eb76d730c604d9d3eee8""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/5e242856ebd6fbfdd0cee70c0eb147bf""}]"
"永平清真全羊汤","餐饮服务;中餐厅;特色/地方风味餐厅","050118","建设路与西大街交叉口北50米","100.213355,25.584705","{""coordinates"":[100.213355,25.584705],""type"":""Point""}","云南省","大理白族自治州","15125134561","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/7953150d367250b346fec1eec8050fc3""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bc36a35dd142425efe2af8f43ef9a0d7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b09525f706d41d88210dbcc16e5021a7""}]"
"原始火塘烧烤","餐饮服务;中餐厅;特色/地方风味餐厅","050118","下关镇环城南路宏祥酒店往上200米","100.214653,25.575812","{""coordinates"":[100.214653,25.575812],""type"":""Point""}","云南省","大理白族自治州","15812219481","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/277a1821e3a5fb709daecb09a05288ec""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/05258ef42947694f7db719b17f73338c""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/984c2f8a28646f5c456f2d7d2e7d958d""}]"
"老风味蒸品坊","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇建设西路55号人民公园对面","100.218052,25.584858","{""coordinates"":[100.218052,25.584858],""type"":""Point""}","云南省","大理白族自治州","13987279916","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/313d1d483c383df9173c4d669bff3043""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/810fe3ff3ab9e9bc1a0758de355a69dd""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/67fde0ced43e2e35c2373f3546034e17""}]"
"小米咤(人民南路店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇人民南路51号12幢5单元1楼2号","100.221927,25.573905","{""coordinates"":[100.221927,25.573905],""type"":""Point""}","云南省","大理白族自治州","13629674568","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2e0eada48330bfb30944bea4674272c9""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/bbea074f14c03a015d0f695fe5684633""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/e85f1e0bcd102e349b24e123b8e52752""}]"
"漾濞风味园","餐饮服务;餐饮相关场所;餐饮相关","050000","下关人民南路36号","100.221891,25.573157","{""coordinates"":[100.221891,25.573157],""type"":""Point""}","云南省","大理白族自治州","13312780276","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/ac1bd93b789acfc9490f5f4f11d5920b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/776fa39e320ab90d503bf7cc9e7d3784""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/3a63663bbef736d87cf485fc4b5a0d9a""}]"
"乔后生态烤肉(大理下关店)","餐饮服务;中餐厅;特色/地方风味餐厅","050118","富海路112号大理州保险协会对面","100.251215,25.593383","{""coordinates"":[100.251215,25.593383],""type"":""Point""}","云南省","大理白族自治州","15752848983","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/cdc575ec9002503bb7b968fc1fd5d975""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/115c1db4369c57a4f56fd4710b3f4ad7""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/a9e71b4ecba6c50ed31d41b3a9f1c8aa""}]"
"李想大虾","餐饮服务;中餐厅;综合酒楼","050101","鸳鸯浦街北街578号(海稍鱼中式简餐旁)","100.222054,25.587261","{""coordinates"":[100.222054,25.587261],""type"":""Point""}","云南省","大理白族自治州","0872-2250892;18313175657","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/4d0a09c73ae1ef236120dedf57f6f8f6""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/502ebd2538c47a95872c4dbc998c3f4b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2150107c558f77428aa9db78f2b404b5""}]"
"朱记之味小锅米线","餐饮服务;中餐厅;中餐厅","050100","万花路下段下关一中初中部斜对面","100.218337,25.604432","{""coordinates"":[100.218337,25.604432],""type"":""Point""}","云南省","大理白族自治州","18987224454","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/fbfe0a4d42f80cecbf590236cd6b5364""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/68e382a63a62c6add701197d4872210a""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/4cb56fa460c3606e9a758504dae38ee8""}]"
"正新鸡排(实验中学店)","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇人民南路水电十四局十一幢一单元一楼一号附一号(人民南路大理州实验中学西门口)","100.221859,25.574115","{""coordinates"":[100.221859,25.574115],""type"":""Point""}","云南省","大理白族自治州","18287851565","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/584df25fe2144e162cf38fbe95ebcba6""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6dba03349b6886b7a3b39eb34f67ea76""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b6866ea23dc5470204b5b30df75076f0""}]"
"宾川海稍鱼(西屏路)","餐饮服务;餐饮相关场所;餐饮相关","050000","西屏路佳诚龙苑小区对面","100.253957,25.595076","{""coordinates"":[100.253957,25.595076],""type"":""Point""}","云南省","大理白族自治州","15911234798","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/7c62487387674c88c9a9f02ecbd3a67b""}]"
"御宴特色火锅.烧烤","餐饮服务;中餐厅;火锅店","050117","蝴蝶泉景区金泉大酒店对面","100.105064,25.907016","{""coordinates"":[100.105064,25.907016],""type"":""Point""}","云南省","大理白族自治州","15125232183","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/58dd221fda300cc83acf3d95d59b81d1""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/066057230fa9ef28dcd8bee9d2633f91""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/df4922a88aede3c6354c06da14fcb568""}]"
"同诚火鸭(下关店)","餐饮服务;中餐厅;火锅店","050117","嘉士伯大道1号","100.212748,25.598829","{""coordinates"":[100.212748,25.598829],""type"":""Point""}","云南省","大理白族自治州","13887231912","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/b0b35f3a972a0c37b5bdc310d36e53f3""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/5c5063fec3b7437542152e10a0c58883""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/9d5c34ac2c9107b6a79fd4f15d1899a0""}]"
"三顾蜀都冒菜","餐饮服务;中餐厅;中餐厅","050100","大理镇学府商家弘圣路6-69号","100.158126,25.673101","{""coordinates"":[100.158126,25.673101],""type"":""Point""}","云南省","大理白族自治州","15125271729","[{""title"":[],""url"":""http://store.is.autonavi.com/showpic/6a4c1c06664b8c3abccae4166b6c246b""},{""title"":[],""url"":""http://store.is.autonavi.com/showpic/2d24da7b1f418c3fc1ce40be151fa9ab""},{""title"":""环境,url"":""http://store.is.autonavi.com/showpic/0b36b9ebed9d9d6c36b5371e27409b98""}]"
"蒙化人家","餐饮服务;餐饮相关场所;餐饮相关","050000","下关镇福星村环城路幸福家苑中门","100.217248,25.569558","{""coordinates"":[100.217248,25.569558],""type"":""Point""}","云南省","大理白族自治州","[]","[]"
"宣威小厨","餐饮服务;中餐厅;中餐厅","050100","下关开发区山西村内","100.262090,25.601140","{""coordinates"":[100.262090,25.601140],""type"":""Point""}","云南省","大理白族自治州","18487502658","[]"
